company name,continent,country,address,email,phone,fax
"MarketLink Co., Ltd.",Asia Pacific,Korea-Republic-of,"Elimnet Bldg. 4F, Kyunggi-daero 15 Seodaemun-gu 03751 Seoul Korea, Republic of        ",andy@marketlink.co.kr,Phone: +82237879605,Fax: +82237879699
"NICE Research &amp; Consulting, Inc",Asia Pacific,Korea-Republic-of,"36, Chungjeong-ro, Seodaemun-gu 03741 Seoul Korea, Republic of        ",smchung@nicerc.co.kr,Phone: +82-2-2122-8714,Fax: +82-2-2122-4797
"Research &amp; Research, Inc.",Asia Pacific,Korea-Republic-of,"SL Building 46-3 Jamwon-dong, Seocho-gu 137-906 Seoul Korea, Republic of        ",randr@randr.co.kr,Phone: +82-2.3484.3000,Fax: +82-2.3484.3009
QMR,Asia Pacific,Korea-Republic-of,"5F HCC Building 726-420 Hannam-Dong, Yongsan-Ku 140-893 Seoul Korea, Republic of        ",ethan_chon@qmr.co.kr,Phone: +82-2-2279.9432,Fax: +82-2-2279.9223
GfK in Malaysia,Asia Pacific,Malaysia,"Suite 16.02, Level 16, Centrepoint South Kuala Lumpur Malaysia       ",selinna.chin@gfk.com,Phone: 032 289 0388,
Acorn Marketing and Research Consultants (M) Sdn Bhd,Asia Pacific,Malaysia,"Lot 12-01, 12th Flr., Blk. B, HP Towers, 12, Jalan Gelenggang, Damansara Heights 50490 Kuala Lumpur W. Persekutuan Malaysia        ",malaysia@acornasia.com,Phone: +60-3-2094.1688,Fax: +60-3-2095.2129
Dynamic Search Sdn. Bhd.,Asia Pacific,Malaysia,"Mezz &amp; 1st Floor, 49 &amp; 53 Jalan SS 2/64, Seapark 47300 Petaling Jaya Selangor Malaysia        ",sharon@dynamic-search.com.my,Phone: +60-3-7874.1452,Fax: +60-3-7875.7419
Ipsos Malaysia,Asia Pacific,Malaysia,"A38-11, Level 38, Menara UOA Bangsar 5, Jalan Bangsar Utama 1 59000 Kuala Lumpur Kuala Lumpur Malaysia        ",ipsosmalaysia@ipsos.com,Phone: +603 2302 3383,Fax: +603 2302 3386
InsightAsia Research Malaysia,Asia Pacific,Malaysia,"Unit 2A-13-2 Plaza Sentral - Phase II Jalan Stesen Sentral 5, Kuala Lumpur Sentral 50470 Kuala Lumpur Malaysia        ",hello@insightasia.com.my,Phone: +60-3-2261.4100,Fax: +60322878500
Central Force Malaysia,Asia Pacific,Malaysia,"C-3-8 Block C, Level 5 Ue3, Menara Uncang Emas, Jalan Loke Yew 55200 Kuala Lumpur Malaysia        ",cforce@cforce-int.com,Phone: +60-3-9284.6808,Fax: +60-3-9284.7393
Malaysia Airports Consultancy Services Sdn Bhd,Asia Pacific,Malaysia,"Level 2, Block C MAHB Corporate Office KL International Airport, Sepang 64000 Sepang Selangor Malaysia        ",roslinas@malaysiaairports.com.my,Phone: +603-87777407,Fax: +603-87777550
Metrix Research Sdn Bhd.,Asia Pacific,Malaysia,"11 Floor, Menara Dato' Onn, PWTC 45, Jalan Tun Ismail 50480 Kuala Lumpur Malaysia        ",general@metrix.com.my,Phone: +60-3-27827722,Fax: +60-3-27710020
Green Zebras,Asia Pacific,Malaysia,"D-8-01, Capital 4, Oasis Square No. 2 Jalan PJU 1A/7A, Ara Damansara 47301 Petaling Jaya Selangor Malaysia       ",hello@greenzebras.net,Phone: +60 12 280 6168,
Joshua Research Consultants Sdn Bhd,Asia Pacific,Malaysia,7-6 The Boulevard Mid Valley City Lingkaran Syed Putra 59200 Kuala Lumpur Kuala Lumpur Malaysia        ,info@joshuaresearch.com,Phone: +60-3-2297.7700,Fax: +60-3-2287.7912
Cardas Research &amp; Consulting Sdn Bhd,Asia Pacific,Malaysia,"A-15-10, 15th Floor, Menara A, Prima Avenue Jalan PJU 1/39, Dataran Prima 47301 Petaling Jaya Selangor Malaysia        ",info@crcg.com.my,Phone: +60-3-7801 0688,Fax: +60-3-7801.0699
TNS Malaysia,Asia Pacific,Malaysia,"Suite 16.02, 16.03 &amp; 16.05 (Level 16), Centrepoint North, The Boulevard, Mid Valley City, Lingkaran Syed Putra, 59200 Kuala Lumpur Wilayah Persekutuan (WP) Malaysia        ",office.my@tnsglobal.com,Phone: +60 (3) 2787 8888,Fax: +60 (3) 2711 8788
QPA Malaysia,Asia Pacific,Malaysia,17 Jalan Timur Petaling Jaya 46000 Selangor Malaysia       ,yoga@qpa.my,Phone: +60 3-7958 1717,
"Mongolian Marketing Consulting Group,",Asia Pacific,Mongolia,"Building 57, 2nd floor, Bayanzurkh district, 3 khoroo, 13370 Ulaanbaatar Tuv Aimag Mongolia        ",info@mmcg.mn,Phone: 976-77000188,Fax: 976-77000888
Xavey Research Solutions,Asia Pacific,Myanmar,"No. 35, 4th Floor, Bahan Street 2 Myoma Ward, Bahan Township 11201 Yangon Myanmar       ",aungsithu@xavey.com,Phone: +95 9 250 106 950,
Myanmar Survey Research,Asia Pacific,Myanmar,"55, Maha Bandoola Garden Street, Yangon. Room# 1409,14th Floor, Sakura Tower, 339 Bogyoke Aung San Road, Kyauktada Township, Yangon. Yangon Yangon Region Myanmar        ",msr@myanmar.com.mm,Phone: +95-1-391387,Fax: +95-1-254263
Quidnovi SARL,Asia Pacific,New-Caledonia,5 rue de la Boudeuse Ouèmo 98800 Nouméa New Caledonia       ,stephane.renaud@quidnovi.nc,Phone: +6-87241607,
Infotools,Asia Pacific,New-Zealand,51 Hurstmere Road 0622 Auckland New Zealand       ,mail@infotools.com,Phone: 94880111,
TRA,Asia Pacific,New-Zealand,"Level 4, Quay Building 106-108 Quay St, Britomart 1010 Auckland New Zealand       ",vanisha@tra.co.nz,Phone: 649 377 8129,
Aftab Associates,Asia Pacific,Pakistan,"13-H, GULBERG II 54660 Lahore Punjab Pakistan       ",Aftab@aftabassociates.pk,Phone: +92-42-35817191-96,
The Dynamics - Research Consultants,Asia Pacific,Pakistan,"The Dynamics - Research Consultants 501, Park Avenue, Shahrah-e-Faisal 75300 Karachi Sindh Pakistan        ",husaini@thedynamics.biz,Phone: +92 21 34311989,Fax: +92 21 34311988
iris communications,Asia Pacific,Pakistan,"1st Floor, 176-Y Commercial Area, DHA 54792 Lahore Pakistan        ",contact@iriscommunications.com.pk,Phone: 923 572 7346,Fax: 923 589 6918
Access Consumetrics Pvt. Ltd.,Asia Pacific,Pakistan,"Suite # 8, 3rd Floor, 35 - M, Classic Complex, Model Town Ext. 54000 Lahore Punjab Pakistan       ",aamir@consumetrics.com.pk,Phone: +92 42 35201852 - 6,
SMAR International (Private) Ltd.,Asia Pacific,Pakistan,"199/D Block-2, P.E.C.H.S. 75400 Karachi Pakistan        ",info@smarinternational.com,Phone: +92-21-454.3768,Fax: +92-21-454.6355
International Field &amp; Tab,Asia Pacific,Pakistan,"858 C, Faisal Town, Lahore 54770 Lahore Pakistan        ",info@field-tab.com.pk,Phone: +92-42-35916636,Fax: +92-42-35916636
SB&amp;B Marketing Research,Asia Pacific,Pakistan,"258 A, New Muslim Town 54700 Lahore Punjab Pakistan        ",info@sbbresearch.net,Phone: +92-42-3583.2662,Fax: +92-42-3583.2668
Ipsos Pakistan,Asia Pacific,Pakistan,"4th Floor, Tower 10, Commercial Market, E-11/1 44000 Islamabad Pakistan        ",Info.Pakistan@Ipsos.com,Phone: . +92 51 2210815,Fax: . +92 51 2210 819
Market Research Bureaux Pakistan Pvt. Limited formerly Oasis Insights (Pvt.) Ltd.,Asia Pacific,Pakistan,"E-4 2nd floor, Nasreen Building, Shaheed -e Millat Rd 75350 Karachi Pakistan        ",info@mrbglobal.pk,Phone: +92-21-34387582,Fax: +92-21-431.2613
Gallup Pakistan,Asia Pacific,Pakistan,"H.45, ST.52 F-7/4 1055 Islamabad Pakistan        ",isb@gallup.com.pk,Phone: +92-51-265.5630,Fax: +92-51-265.5632
Foresight Research (Pvt.) Ltd.,Asia Pacific,Pakistan,"Foresight House 6-X, Block 6, PECHS 75400 Karachi Sindh Pakistan       ",muhammad.zubair@foresight.com.pk,Phone: +92 21 34527302,
Anglo Pacific Research and Strategy,Asia Pacific,Papua-New-Guinea,P.O.Box 386 Port Moresby 121 Port Moresby NCD Papua New Guinea        ,arose@anglo.com.pg,Phone: 675 325 3632,Fax: 675 325 0464
Tebbutt Research,Asia Pacific,Papua-New-Guinea,L8 Deloitte Tower Douglas St Port Moresby NCD Papua New Guinea       ,tr@tebbuttresearch.com,Phone: +675-7373-4030,
Ipsos in the Philippines,Asia Pacific,Philippines,"1401 - B, One Corporate Center Meralco Avenue cor. Doña Julia Vargas Avenue 1605 Ortigas Center, Pasig City Metro Manila Philippines        ",philippines@ipsos.com,Phone: 632 633 3997,Fax: 632 655 9574
SIS International Research - South East Asia,Asia Pacific,Philippines,17 ADB Avenue Ortigas Floor 29 Suite #2928 1600 Manila Philippines       ,ILORENZOBI@SISINTERNATIONAL.COM,Phone: 632 689 7174,
"Strategic Research and Development Center, Inc.",Asia Pacific,Philippines,"S-1A 2/F Sunvar Plaza Bldg., 156 Amorsolo St. cor. Arnaiz Ave.,  Legaspi Village 1229 Makati City Philippines        ",info@strandasia.com,Phone: 632 576 8407,Fax: 632 403 9768
"The Asia-Pacific Centre for Research (ACRE), Inc.",Asia Pacific,Philippines,504B Antel Seaview Condominium Roxas Boulevard 1300 Pasay City Metro Manila Philippines        ,abfontanilla@spss-ph.com,Phone: +639178921918,Fax: +639285202256
InsightsImpact Inc.,Asia Pacific,Philippines,"12F Trade and Financial Tower 7th Ave corner 32nd St, BGC 1634 Taguig City Philippines       ",research@insightsimpact.com,Phone: 632 330 3678,
ASCEND The All-Asian Centre for Enterprise Development (Research) Inc,Asia Pacific,Philippines,"Unit 503 Tritan Plaza Paseo De Magallanes, Magallanes Village 1232 Makati city Metro Manila Philippines        ",info@ascendresearch.ph,Phone: +63 02-8510317,Fax: 630 851 4195
PSRC,Asia Pacific,Philippines,"10th Floor OMM CITRA Building San Miguel Avenue, Ortigas Center 1600 Pasig City Philippines        ",research@psrc.com.ph,Phone: 632 638 4528,Fax: 632 638 4526
PRESTIGE MARKET RESEARCH SERVICES,Asia Pacific,Philippines,"Unit 614, 6Floor AIC Burgundy Empire Tower ADB Avenue, Ortigas Center, Pasig City 1605 ORTIGAS CENTER PASIG Philippines        ",prescym@prestigeresearchph.com,Phone: 632 945 8772,Fax: +63262165549 / 60
"MarketMatters, Inc.",Asia Pacific,Philippines,"Blk 3 Lot 10 Brescia St., Trails of Maia Alta Brgy. Dalig 1870 Antipolo Philippines       ",noreen.acaylar@marketmatters.ph,Phone: +639175133975,
"TNS (Taylor Nelson Sofres) Philippines, Inc.",Asia Pacific,Philippines,"8/F Sun Plaza Building, 1507 Shaw Blvd cor. Princeton St. 1550 Mandaluyong City Philippines        ",gary.deocampo@tnsglobal.com,Phone: 632 548 4500,Fax: 632 548 4517
Acorn Marketing &amp; Research Consultants Pte Ltd,Asia Pacific,Singapore,"Acorn Building, 12 &amp; 13 Mohamed Sultan Road #02-01 238961 Singapore Singapore Singapore        ",singapore@acornasia.com,Phone: 656 733 6565,Fax: 656 732 6128
Cruger Haus Sg Pte Ltd,Asia Pacific,Singapore,73 Upper Paya Lebar Road. #05-02 Centro Bianco 534818 Singapore Singapore Singapore        ,claude.lee@crugerhaus.sg,Phone: 656 841 0735,Fax: 656 841 0735
B2B International Singapore,Asia Pacific,Singapore,"UOB Plaza 1 80 Raffles Place, Level 35 048624 SINGAPORE Singapore       ",singapore@b2binternational.com,Phone: 656 248 4727,
ABN Impact (Asia – Singapore),Asia Pacific,Singapore,"228B South Bridge Road, 058777 Singapore Singapore       ",info@abnimpact.com,Phone: 6221 0281,
Consulting Group – Asia Insight Pte. Ltd.,Asia Pacific,Singapore,1 King George's Avenue #03-00 Rehau Building 208557 Singapore Singapore        ,contact_us@asiainsight.com,Phone: 656 735 3788,Fax: 656 735 7188
BDRC Asia,Asia Pacific,Singapore,51 Goldhill Plaza #14-04/05 308900 Singapore Singapore Singapore        ,piers.lee@bdrc-asia.com,Phone: 656 578 9400,Fax: 656 258 4629
QPA Singapore,Asia Pacific,Singapore,256a South Bridge Road #02-01 058805 Singapore Singapore       ,Lynus@qpa.sg,Phone: 656 592 5266,
Blackbox Research Pte Ltd,Asia Pacific,Singapore,"The Herencia 46 Kim Yam Road, #01-08 239351 Singapore Singapore        ",susan@blackbox.com.sg,Phone: 656 323 1351,Fax: 656 323 1327
Media Research Consultants Pte Ltd,Asia Pacific,Singapore,1 Stars Avenue Mediacorp Campus 138507 Singapore Singapore        ,info@mrconsultants.com.sg,Phone: 656 255 7484,Fax: 656 255 6268
AXANTEUS RESEARCH,Asia Pacific,Singapore,3 TEMASEK AVENUE #21-00 CENTENNIAL TOWER 039190 SINGAPORE Singapore        ,contact@axanteusresearch.com,Phone: 656 332 6888,Fax: 656 338 6823
Nielsen,Asia Pacific,Singapore,47 Scotts Road #13-00 Goldbell Towers 228233 Singapore Singapore        ,esomar@nielsen.com,Phone: 656 672 6600,Fax: 656 672 6996
Kadence International Ltd,Asia Pacific,Singapore,"11-01 RB Capital Building Raffles Place, 22 Malacca Street 048980 Singapore Singapore        ",plee@kadence.com,Phone: 656 513 4200,Fax: 656 538 4300
InsightAsia Research Group Pte. Ltd.,Asia Pacific,Singapore,9 Purvis Street #04-01 188588 Singapore Singapore        ,hello@insightasia.com,Phone: 656 338 4780,Fax: 656 337 9470
Joshua Research Consultants Pte Ltd,Asia Pacific,Singapore,1 Commonwealth Lane #08-31/32/33 One Commonwealth 149544 Singapore Singapore Singapore        ,info@joshuaresearch.com,Phone: 656 876 7077,Fax: 656 536 7166
Join the Dots,Asia Pacific,Singapore,"168 Robinson Road, #12-01 Capital Tower Singapore 068912 Singapore Singapore       ",singapore@jointhedotsmr.com,Phone: 653 157 9338,
Markelytics,Asia Pacific,Singapore,"57, Sultan Link Road Singapore Singapore       ",rohan@markelytics.com,Phone: 659 776 9626,
GfK in Singapore,Asia Pacific,Singapore,One George Street 1 George Street #22-02 049145 Singapore Singapore        ,sg@gfk.com,Phone: 656 826 8622,Fax: 56 826 8601
SYRES Pte Ltd,Asia Pacific,Singapore,391B Orchard Road Ngee Ann City Tower B #23-01 238874 Singapore Singapore        ,elodie.flanet@syres.fr,Phone: 656 736 7347,Fax: 656 491 1269
Agility Research &amp; Strategy,Asia Pacific,Singapore,"300 Beach Road, #14-07 The Concourse 199555 Singapore Singapore        ",amrita@agility-research.com,Phone: 656 396 6832,Fax: 656 396 6583
Nexus Link Pte Ltd,Asia Pacific,Singapore,62 Ubi Road 1 #05-11 Oxley Bizhub 2 408734 Singapore Singapore        ,enquiries@nexus-link.net,Phone: 656 340 1888,Fax: 656 340 1899
PepperCube Consultants (Pvt) Ltd,Asia Pacific,Sri-Lanka,100/7A Horton Gardens Horton Place 7 Colombo West Sri Lanka       ,email@peppercube.lk,Phone: +94117238701,
Lanka Market Research Bureau Limited,Asia Pacific,Sri-Lanka,"228, Galle Road 2nd &amp; 4th Floors Colombo 4 Sri Lanka        ",lmrb@lmrbint.com,Phone: +94-11-554.4913,Fax: +94-11-250.0437
"Anova Research and Marketing Consultants Pte Ltd, Taiwan Branch",Asia Pacific,Taiwan,"Unit B,11 Floor 222 Fu Xing South Road Section 1, Taipei Taiwan R.O.C. #02-01 10666 Taipei Taiwan        ",taiwan@anovaresearch.com,Phone: +886 2 2771 3381,Fax: +886 2 2771 3681
"Acorn Marketing and Research Consultants (HK) Ltd, Taiwan Branch",Asia Pacific,Taiwan,"Unit A, 11th Floor 222 Fu Xing South Road, Section 1 10666 Taipei Taiwan        ",taiwan@acornasia.com,Phone: +886-2-2778.2210,Fax: +886-2-2778.2230
"Viewpoint Research &amp; Consulting Co., Ltd.",Asia Pacific,Taiwan,No.71 Sung Chiang Road 104 Taipei Taiwan        ,stephanielien@vow.com.tw,Phone: 886-2-2500.7111,Fax: 886-2-2507.5828
innov8asia (Thailand) ltd,Asia Pacific,Thailand,"20th Floor, Liberty Square 287 Silom Road 10500 Bangkok Thailand        ",info@innov8asia.com,Phone: + 66 (0) 2631 2700,Fax: + 66 (0) 2631 2701
Ipsos (Thailand) Ltd.,Asia Pacific,Thailand,"Unit 16-01, 16-02, 16-03 16th Fl. Times Square Building 246, Sukhumvit 12-14 Rd. 10110 Klongtoey Bangkok Thailand        ",jerome.hervio@ipsos.com,Phone: 662 250 0071,Fax: 662 250 0166
Marketbuzzz,Asia Pacific,Thailand,"100/99 Vongvanij Complex B 29 fl Rama IX Rd, Huaykwang Bangkok Thailand        ",info@marketbuzzz.com,Phone: 662 645 0014,Fax: 662 645 0013
Acorn Marketing and Research Consultants Co. Ltd,Asia Pacific,Thailand,"11th Fl. Sathorn Thani 1 Building 90/26-27 Sathorn Road, Silom, Bangrak 10500 Bangkok Thailand        ",thailand@acornasia.com,Phone: 662 238 2929,Fax: 662 238 2922
BMRS Asia,Asia Pacific,Thailand,"10th Floor, 42 Tower, Soi 42 Sukhumvit Road Bangkok Thailand        ",RFQ@bmrs-asia.com,Phone: +66-81-551.4744,Fax: 662 713 6074
CSN Research Ltd.,Asia Pacific,Thailand,"12A Floor, Sinn Sathorn Tower 77/42 Krungthonburi Rd., Klongsarn 10600 Bangkok Thailand        ",research@csnthailand.com,Phone: 662 440 0140,Fax: 662 440 0179
"INTAGE (Thailand) Co., Ltd.",Asia Pacific,Thailand,"952 Ramaland Building, 15th Floor Rama IV Road, Suriyawongse, Bangrak 10500 Bangkok Thailand        ",contact@th.intage.com,Phone: 662 632 9945,Fax: 662 632 8643
InfoSearch Limited,Asia Pacific,Thailand,"89/12-13 Amornpan 205, Tower 1, 7&amp;11 Flrs Soi Nathong, Ratchadapisek Road, Dindaeng 10400 Bangkok Thailand        ",infosea@truenet.co.th,Phone: 662 248 7662,Fax: 662 248 7667
"Jupiter MR Solutions Co.,Ltd",Asia Pacific,Thailand,"28/226 Phayathai Plaza, 21st Floor, Phayathai Road, Thung Phayathai, Ratchatewi, 10400 Bangkok Bangkok Thailand       ",usa@jupitermr.com,Phone: +66-21293272-3,
ABN Impact (Asia – Thailand),Asia Pacific,Thailand,"6th floor Zuellig House, 1 Silom Road 10500 Bangkok Thailand        ",info@abnimpact.com,Phone: 662 231 6446,Fax: 662 231 6499
Video Research International (Thailand) Ltd.,Asia Pacific,Thailand,"142 Two Pacific Place, 22nd Floor, Unit 2203 Sukhumvit Road, Klongtoey Sub-district, Klongtoey District 10110 Bangkok Thailand        ",info@videor.co.th,Phone: +66(0) 2255-4966,Fax: +66(0) 2255-4962
GfK in Thailand,Asia Pacific,Thailand,"New Phetchaburi Road 1126/2 Vanit Building II, 24th Floor 10400 Bangkok Thailand        ",th@gfk.com,Phone: 02 670 3300,Fax: 662 259 0296
"Anova Marketing &amp; Research Consultants Co., Ltd.",Asia Pacific,Thailand,"Suite 10/194, Trendy Building 27th Floor, Sukhumvit Soi 13, Wattana 10110 Bangkok Thailand        ",thailand@anovaresearch.com,Phone: 662 168 7585,Fax: 662 168 7587
Custom Asia Co. Ltd.,Asia Pacific,Thailand,"1168/65 Lumpini Tower, 23rd Floor, Rama IV Rd., Sathorn, Thungmahamek 10120 Bangkok Thailand        ",sukit@c-asia.com,Phone: 662 649 9799,Fax: 662 649 9788
"Market Support Co., Ltd.",Asia Pacific,Thailand,"1126/2 Vanit Building II, 11th Floor, Unit #1103-1105 New Petchburi Road, Makkasan, Rajthevee 10400 Bangkok Thailand        ",saismorn@marketsupport.co.th,Phone: +662 047 5561-3,Fax: 662 047 5564
Intage Vietnam LLC.,Asia Pacific,Vietnam,"1st Floor, Citilight Tower 45 Vo Thi Sau Street, Da Kao ward, Dist 1, HCMC Ward 17, Binh Thanh District Ho Chi Minh City Vietnam        ",contact@intage.com.vn,Phone: 843 820 5558,Fax: +84 8  3820 5256
VINAMR (Vietnam Marketing Research &amp; Consultants),Asia Pacific,Vietnam,"Block G, Level 16, Unit 21, The Manor Officetel, 91 Nguyen Huu Canh, Binh Thanh District, HCMC +84 HCMC HCMC Vietnam        ",research@vinamr.com.vn,Phone: 846 258 6379,Fax: 846 258 6386
Decision Lab,Asia Pacific,Vietnam,"44 Floor - Bitexco Financial Tower  2 Hai Trieu,  District 1 Ho Chi Minh City Vietnam       ",decision@decisionlab.co,Phone: +84 8 3915 1919,
Indochina Research (Vietnam) Ltd.,Asia Pacific,Vietnam,"3rd Floor, 101 Tran Hung Dao District 1 Ho Chi Minh City Vietnam        ",vietnam@indochinaresearch.com,Phone: +(84) 8 39205900,Fax: +84- 839204483
B&amp;Company Vietnam,Asia Pacific,Vietnam,"No.1 Do Hanh Str., Nguyen Du Ward, Hai Ba Trung Dist. Hanoi Vietnam        ",info@b-company.jp,Phone: +84-4-3978-5165,Fax: +84-4-3978-5180
INFOCUS Mekong Research (Vietnam),Asia Pacific,Vietnam,"1 Dang Huu Pho Street, Thao Dien, An Phu, D.2 75000 Ho Chi Minh City TP HCM Vietnam       ",ralf.matthaes@infocusmekong.com,Phone: +84-903-949-531,
Axis Research Vietnam,Asia Pacific,Vietnam,"Fl.2, ATIC Building, 04 Nguyen Thi Minh Khai St. Dakao, Dist. 1 04 Nguyen Thi Minh Khai St., Dakao Ward, Dist. 1 Ho Chi Minh City Vietnam        ",lebachhoa@axisco-research.com,Phone: 843 911 7979,Fax: 843 911 7240
TITA Research,Asia Pacific,Vietnam,"5th Floor, Lu Gia Plaza 70 Lu Gia Street, Ward 15, District 11 70000 HCMC Vietnam        ",info@titaresearch.com.vn,Phone: +84 908 392 856,Fax: +848 62 999 867
Acorn Marketing and Research Consultants (Vietnam) Ltd,Asia Pacific,Vietnam,"Unit 201-202 Level 2, Me Linh Point Tower 2 Ngo Duc Ke, District 1 238961 Ho Chi Minh City Ho Chi Minh City Vietnam        ",vietnam@acornasia.com,Phone: +84-8-3823.3007,Fax: +84-8-3823.3006
N-equals Vietnam,Asia Pacific,Vietnam,150/9 Nguyen Trai Street District 1 Ho Chi Minh City Vietnam        ,robert@n-equals.com,Phone: +84-8-3925 3580/81,Fax: +84-8-3925 3582
Kadence International Co. Ltd,Asia Pacific,Vietnam,"4th Floor, HMC Tower 193 Dinh Tien Hoang Street District 1, 70000 Ho Chi Minh City Vietnam        ",VIETNAM@KADENCE.COM,Phone: +84-873050087,Fax: 843 820 7915
ABBEY-MELNIK,South America,Argentina,Estrada 2817 Olivos 1636 Buenos Aires Buenos Aires Argentina        ,claudia@abbey-melnik.com,Phone: +54.11.4.799.8842,Fax: +54.11.4.794.1461
OH! Panel,South America,Argentina,Av. Callao 1234 piso 10-09 C1023AAS Capital Federal Buenos Aires Argentina        ,angelesaiassa@ohpanel.com,Phone: 5491157501234,Fax: 54.11.511.1410
KNACK®,South America,Argentina,Céspedes 3550 C1427EAB Buenos Aires Argentina        ,info@knack.com.ar,Phone: +54-11-4555.3999,Fax: +54-11-4555.3999
"Markwald, La Madrid &amp; Asociados",South America,Argentina,Paraguay 1840 - 5° Piso C1121ABB Buenos Aires Argentina        ,mlamadrid@marklam.net,Phone: +54-11-4813.3378,Fax: +54-11-4816.0589
IMSUD,South America,Argentina,Manuela Pedraza 1756 C1429CBF Buenos Aires Caba Argentina        ,info@imsud.com.ar,Phone: +54-11-4704-7070,Fax: +54-11-4703-1010
Mega Research,South America,Argentina,NICETO VEGA 4736 1414 BUENOS AIRES Buenos Aires Argentina        ,info@megaresearch.net,Phone: 5491169320000,Fax: 91169320000
Datos &amp; Estrategias,South America,Argentina,Austria 2469-8°A 1425 Buenos Aires Argentina       ,arg@datosyestrategias.com,Phone: +54 11 48021646,
Quantum Argentina Fieldwork,South America,Argentina,Padilla 876 2º Ciudad de Buenos Aires 1414 Buenos Aires CABA Argentina       ,quantum@quantumargentina.com,Phone: +54-9-11-5725-4924,
Fine Research - The LatAm Field Company,South America,Argentina,Olazabal 1334 C1428ATL Ciudad de Buenos Aires Argentina        ,field-la@fine-research.com,Phone: +54-11-4896.4180,Fax: +54-11-4896.4180 105
GfK in Argentina,South America,Argentina,Florida 537 Piso 25 Galería Jardín Buenos Aires Argentina        ,ar@gfk.com,Phone: +54-1148155567,Fax: +54-1148114005
Focus 99,South America,Argentina,Uruguay 782 2nd. Floor 1015 Buenos Aires Buenos Aires Argentina       ,sandra@focus99.com,Phone: 54-11-4371-9849,
DatosClaros,South America,Argentina,Conde 2024 1B C1428DAF Buenos Aires Buenos Aires Argentina       ,kahane@datosclaros.com,Phone: +54-1141074107,
Research Ahead,South America,Argentina,Ing. Arcos 2837 2nd floor Ciudad Autonoma de Buenos Aires 1429 Buenos Aires Buenos Aires Argentina        ,belen@research-ahead.com,Phone: +54-911-6643-0178,Fax: +54-1147353791
Dichter &amp; Neira Bolivia,South America,Bolivia,"Avenida Cristóbal de Mendoza esq Libertad,  Edificio Castelo Blanco,  of 7g Santa Cruz de la Sierra Santa Cruz Bolivia       ",bolivia@dichter-neira.com,Phone: +591-7019-3378,
Captura Consulting SRL,South America,Bolivia,"Equipetrol, Comercial Chuubi, Of. # 22 4069 Santa Cruz Santa Cruz Bolivia        ",sstraube@capturaconsulting.com,Phone: 591 3 3360606,Fax: 591 3 3360606
Expert Research,South America,Brazil,"Coelho Lisboa, 442 03323-040 São Paulo SP Brazil       ",expert@expertresearch.com.br,Phone: +55 11 2225-1838,
Psyma Pesquisas de Mercado Ltda.,South America,Brazil,"Avenida Jandira, 295, Conj. 303 Moemal 04080-001 Sao Paulo Brazil        ",holger.rothemund@psyma-brasil.com,Phone: +55-11-2925-6402,Fax: +55-11-2925-6403
Fine Brasil - The LatAm Field Company,South America,Brazil,"Paulista Av. 2494, 7th floor, Suite 73 01310-300 São Paulo SP Brazil        ",field-la@fine-research.com,Phone: +54-11-4896.4180,Fax: +54-11-4896.4180 105
Inception,South America,Brazil,"The Square Granja Viana - Rodovia Raposo Tavares, km 22,1 Bloco F - Sala 222 06709-900 Cotia São Paulo Brazil       ",inception@inception.com.br,Phone: +5511 28989855,
GfK in Brazil,South America,Brazil,"R. Gomes de Carvalho, 1456-1500 8-11 andares São Paulo Brazil        ",bra@gfk.com,Phone: +55-11 2174-3902,Fax: +55-11-2174.3901
QualiBest.Com Servicos Consultoria e Assessoria em Internet Ltda.,South America,Brazil,"Rua Quata, 845 04546-044 Sao Paulo Sao Paulo Brazil        ",rfq.brazil@qualibest.com.br,Phone: 55 11 3846-0351,Fax: 55 11 3846-6121
Ideia Inteligencia em Pesquisa Ltda.,South America,Brazil,"Avenida Marechal Camara, 160 Sala 1213 - 12 andar 20020-080 Rio de Janeiro Brazil       ",deborah@ideiainteligencia.com.br,Phone: +55-11999541571,
Albar Research,South America,Brazil,"Av. Vereador José Diniz, 3720 CJ.1206 04604-007 Sao Paulo Sao Paulo Brazil        ",albar@albar-research.com,Phone: +55 11 5041-1818,Fax: +55-1150411818
Análise &amp; Síntese Pesquisa e Marketing,South America,Brazil,Rua Itápolis 1346 Pacaembu 01245-000 São Paulo SP Brazil        ,daniel@asintese.com.br,Phone: +55-11-3823-3828,Fax: +55-11-3823-3822
CONECTA,South America,Brazil,Alameda Santos 2101 3o andar 01419002 Sao Paulo Sao Paulo Brazil       ,info@conecta-i.com,Phone: +551130699596,
Idealis Pesquisa e Comunicacao Ltda,South America,Brazil,"Rua Das Castanheiras, 320 Sala 301 - Santa Amélia - Belo Horizonte - Minas Gerais Avenida Paulista, 726 17º andar - Bela Vista, São Paulo - SP 31560210 . Brazil        ",comercial@idealispesquisa.com.br,Phone: +55 31 34956001,Fax: +55 31 34956001
Consumer Consultoria em Pesquisa de Mercado S/C Ltda,South America,Brazil,"Al. das Boninas, 99 CEP Mirandópilis 04049-060 São Paulo SP Brazil        ",clarice@consumer-la.com.br,Phone: +55-11-5072.2121,Fax: +55-11-5072.2121
